Entity,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Liberia,12.10083219,12.12364406,12.37152287,12.5822088,12.85230758,13.10265094,13.13987057,13.16213172,13.16130223,13.31427213,13.43624625,13.42495742,13.58510347,13.59753389,13.41439935,13.34392837,13.28802629,13.21205337
Libya,6.918681639,6.979050156,6.926869365,6.77991969,6.83369571,6.790453215,6.559881477,6.525537969,7.010583186,7.587833027,7.948966235,8.401031559,8.468889259,8.23093473,8.271480516,8.347896317,8.059499935,8.072802093
Lithuania,40.40695313,41.52278771,39.88733483,38.45515633,37.54145883,38.56010803,38.33895401,39.55163689,37.03494444,32.80968449,32.01011467,31.32517588,30.97556589,31.8997562,30.4101887,29.41731891,28.1767995,27.99058442
Low SDI,12.56769116,12.34350209,12.03881663,11.73309867,11.52872442,11.4766526,11.3704918,11.26958406,11.25923356,11.24957065,11.23198321,11.14326534,10.91786428,10.705069,10.63745961,10.51500656,10.54289685,10.50866298
Low-middle SDI,15.28618502,14.83580687,14.39240601,13.95928168,13.57984862,13.63340284,13.42745472,13.1684101,13.05923799,13.03545825,13.03526959,13.0213558,12.74343559,12.38734872,12.20301097,11.81926467,11.69999095,11.55168245
Luxembourg,12.48226046,12.18681354,12.06660315,11.56113944,11.30720799,10.78845752,10.59737257,10.12737442,9.65683001,9.436772986,9.300325562,9.249127057,9.045682585,8.83483952,8.900848794,8.94227306,8.782066076,8.704992604
Macedonia,7.804875681,7.995691533,8.123730839,7.883200024,7.466821009,7.306096201,7.412369056,7.389126227,7.026391717,6.997086218,6.768552845,6.515263268,6.560708188,6.402509389,6.414836225,6.703023415,6.860036384,6.779789281
Madagascar,13.08457409,12.75748691,12.77719045,12.75858643,12.49162539,12.10262199,11.80759537,11.52712846,11.50150855,11.54198588,11.52644093,11.46374892,11.348684,11.25464861,11.18811233,11.14164463,11.06769912,10.98562128
Malawi,15.05723106,14.62998182,14.3333003,14.1364274,14.0374115,13.78624263,13.54970325,13.31338316,13.12300784,13.01701009,13.06393432,12.96103989,12.79727391,12.58748633,12.41448404,12.34134741,12.28375702,12.11902436
Malaysia,9.028468876,8.646608609,8.46378348,8.566142943,8.374805503,8.059333389,7.782620484,7.599242622,7.701960826,7.792949998,7.550089553,7.220894961,7.203498343,7.21622053,7.491782115,7.652473206,7.726187122,7.845130367
Maldives,6.073786926,5.627620222,5.285012928,5.002910493,4.751365325,4.569467731,4.435143408,4.305074202,4.130163536,3.84075382,3.687344274,3.578077575,3.436198822,3.39073847,3.358953999,3.342473435,3.342882942,3.3461226
Mali,7.067092394,6.971882621,6.938531986,6.845500977,6.791692724,6.720110808,6.69549955,6.722374286,6.707996887,6.729455062,6.752556745,6.718036384,6.689174612,6.695721083,6.716615891,6.762649418,6.835399672,6.811872286
Malta,4.745277491,4.694354295,4.61489285,4.657860311,4.667292935,4.65118962,4.746611865,4.787089457,4.743705785,4.726502371,4.669098545,4.479659051,4.476067897,4.381708429,4.330532997,4.361657958,4.496287419,4.52703218
Marshall Islands,25.12807811,24.89905027,25.05552863,24.99601742,24.91126706,24.84724455,24.89275997,24.70184113,24.55213199,24.3470313,24.14722863,23.90852493,23.66308667,23.4310156,23.17653466,22.96721734,22.70582364,22.46109451
Mauritania,7.26478811,7.201738578,7.08200564,6.984648505,6.939564439,6.84846109,6.775593979,6.72986466,6.707261665,6.703618516,6.677330173,6.673695605,6.669557001,6.666951435,6.653614276,6.641016516,6.648703611,6.635567299
Mauritius,11.16105621,10.59671744,10.52731081,9.588780301,9.219679861,9.237714917,9.365438849,9.130815366,8.750598708,8.89877574,8.626830194,8.803990211,8.683489698,8.321352194,8.634499872,8.739195179,8.36801334,8.310517248
Mexico,4.900253151,4.904565074,5.021725018,5.10383718,5.032097783,5.175832835,5.155548564,5.203591764,5.623507336,5.947709436,6.054067844,6.075077847,5.951566135,5.721664118,5.729820908,5.74048253,5.883073831,5.922387652
Micronesia (country),19.31108351,18.99059436,18.71658161,18.43962041,18.25356192,18.05632354,17.93107807,17.82636721,17.73795459,17.65492843,17.53419738,17.41554538,17.30833685,17.21816599,17.19657791,17.16120433,17.10205512,17.04516146
Middle SDI,12.93009208,11.76434945,11.18843566,11.22569669,11.23779671,10.97203831,10.55786192,10.19724706,10.01887353,9.884832191,9.758712449,9.498122559,9.217378408,8.949559028,8.853991714,8.747194567,8.723323237,8.686073557
Moldova,16.92248474,16.80252467,16.71564566,16.90819734,17.45672485,18.50613459,18.10854407,17.46248772,17.28827949,17.55935345,17.41724295,15.45039292,14.67991992,14.15418248,14.51933796,14.5926341,14.05130086,13.63674914
Mongolia,20.74208426,20.49644692,20.33797195,20.10891443,20.27826865,20.28742619,19.80528272,19.0439052,17.98368008,17.56104435,17.47477038,17.13495399,16.86263528,16.36203236,15.89197967,15.80153732,15.5104537,15.35814334
Montenegro,11.24139238,11.3700349,11.34103317,11.51121551,11.5910948,11.78000033,11.47205736,11.28491004,11.06159451,10.76752583,10.43791517,10.20825447,9.944022349,9.950651608,9.845994102,9.647781145,9.442425285,9.382655422
Morocco,9.179431857,9.174693253,9.070681819,8.965898618,8.834282665,8.708363442,8.593053127,8.546071671,8.480685491,8.404692748,8.328720751,8.119985726,7.92628316,7.738088869,7.567383037,7.393316272,7.228808991,7.14697167
Mozambique,15.83838318,15.59935032,15.6792632,15.75627093,15.98072672,16.3160134,16.64642393,17.07491318,17.3466823,17.49229107,17.72820416,17.82128512,17.86103848,17.8178873,17.72994665,17.63780824,17.46915357,17.20414341
Myanmar,7.030205997,6.957849291,6.861170345,6.762174732,6.687742861,6.532083721,6.388924353,6.218148371,6.048016336,5.914302606,5.740158984,5.625361406,5.486784503,5.38397384,5.268501004,5.193116607,5.123096638,5.042599564
Namibia,21.12433311,20.72209178,20.67751015,20.09257977,19.31938576,18.28295175,17.11289005,16.04254185,15.1820398,14.40813953,13.79815104,13.0886767,12.66281788,12.3778528,12.1314666,11.96998276,11.87201769,11.81252592
Nepal,9.362344265,9.017696786,8.774399265,8.596152049,8.480616283,8.435877609,8.466294963,8.552942829,8.607979714,8.678083679,8.725593663,8.717485886,8.708600318,8.66766171,8.597368246,8.561772369,8.45168259,8.370004911
Netherlands,9.570061248,9.44738607,9.44318867,9.388076671,9.116099451,8.845291915,8.647104974,8.440368766,8.673899597,8.656070649,8.803439049,9.028925534,9.247194436,9.241445476,9.084085073,9.222200102,9.306815789,9.169106187
New Zealand,13.18430853,13.13319699,13.00761737,13.01239602,12.70318838,12.54430609,12.19411563,12.2404827,12.14020778,11.9380601,11.77485314,11.66440662,11.57118912,11.09457302,10.91207719,10.92665314,11.20023326,11.29634236
Nicaragua,9.528042152,9.388801359,9.284074298,9.15948364,8.876978396,8.6958242,8.034079597,7.848034101,7.684235636,7.372810864,6.925176908,6.890053164,6.825950918,6.750635399,6.748452958,6.223639532,5.962931353,5.862555356
Niger,8.370294495,8.325137774,8.153466535,8.022561038,7.858231562,7.774149259,7.729594627,7.644928351,7.549838904,7.538189544,7.516553174,7.535023042,7.530492564,7.553508276,7.601178206,7.617555966,7.645102873,7.634457206
Nigeria,9.047530754,8.858171299,8.69671681,8.479180783,8.273296502,8.017480966,7.948680799,7.881291823,7.769439263,7.748434229,7.766535012,7.65194109,7.591109896,7.531538836,7.539559575,7.521572103,7.549027063,7.539960024
North Africa and Middle East,5.646928174,5.63217819,5.612123913,5.549866889,5.48089187,5.408764848,5.325369656,5.242028475,5.186996445,5.166900501,5.122743018,5.055726423,4.994782538,4.91531418,4.852356375,4.806679138,4.7563705,4.71881529
North America,11.05536918,11.19060932,11.36152026,11.42518374,11.2933136,11.52071227,11.59540038,11.63707814,11.71218579,11.77201091,11.6693304,11.82052443,11.88899385,11.91701535,12.08990648,12.38474931,12.66220811,12.64046911
North Korea,12.70049459,12.55378171,12.42145754,12.28560379,12.13969649,11.98715436,11.89454368,11.79754359,11.74493674,11.6623733,11.56659839,11.49032875,11.40493544,11.32015704,11.24041993,11.17881983,11.11240874,11.06669249
Northern Ireland,9.462495703,8.979620465,9.125465644,8.351856655,8.699110664,9.621018537,10.46842789,10.64060991,11.0209854,11.29478269,11.3997,10.4316151,10.09766411,10.00965766,9.726898339,10.08950298,9.782970773,9.546819365
Northern Mariana Islands,10.11873794,10.90441578,11.03022226,11.12088139,10.92371588,10.83424949,10.75481563,10.79735574,11.01153088,11.14650345,11.29721306,11.53282662,11.71862725,11.79516032,11.88506923,12.09377632,12.11244373,12.15776866
Norway,12.55217289,12.31316174,11.8807355,11.59427704,11.49205821,11.29151164,10.91401796,10.5996187,10.76742135,10.97024939,10.8532661,10.81847821,10.01963054,10.10614998,9.654408334,9.332552789,9.201910752,9.268806468
Oceania,22.11749281,22.01857502,21.99718605,22.03393924,22.01589463,22.02418174,22.04149201,22.05434045,22.05061735,21.93242416,21.89645859,21.82170448,21.72530264,21.58653312,21.43985917,21.32506485,21.17281647,21.06478714
Oman,3.512016421,3.486344289,3.454468715,3.412294535,3.348498272,3.260815603,3.237592267,3.261510539,3.28669281,3.288510179,3.295708968,3.380516984,3.333678259,3.197204366,3.119390459,3.056709895,2.935338599,2.917163716
Pakistan,5.56894065,5.58530832,5.587924375,5.57149029,5.527921412,5.489696226,5.310455757,5.143147384,5.044361902,4.921219677,4.799921254,4.737811202,4.699096042,4.655147942,4.640484571,4.564877887,4.510080278,4.447947653
Palestine,4.881708378,4.879107013,4.893329906,4.851371934,4.823624062,4.761766084,4.698921305,4.610747821,4.499766015,4.377349425,4.239233822,4.124627052,4.010060147,3.907494135,3.692880315,3.643844285,3.591606718,3.546909945
Panama,6.227879648,6.354722028,6.474130381,6.742506309,6.417510154,6.24975146,6.368030508,6.245389332,6.429775124,6.297387704,5.830554198,5.661495233,5.564718666,5.260817679,5.257997017,4.983266555,4.894112484,4.979081169
Papua New Guinea,25.286646,25.15143822,25.10730822,25.1131209,25.10701641,25.06959292,25.04435801,24.98772524,24.87732421,24.68240492,24.5395756,24.36756162,24.16128844,23.9319215,23.68659569,23.47961588,23.24585576,23.0743527
Paraguay,5.373844637,5.394447011,5.536322215,5.840494982,6.154330793,6.127523387,6.140092167,5.938042677,5.96401331,6.178498646,6.064630359,5.9390557,5.813733961,5.978085689,5.921447453,5.799205749,5.789450537,5.752984965
Peru,4.569351767,4.309290284,4.221114472,4.247234917,4.1456385,3.995653936,3.772150037,3.661029879,3.671326887,3.812230206,3.797474082,3.718331538,3.60009514,3.415694125,3.246843152,3.160445297,3.147127083,3.138703281
Philippines,4.890988912,4.785418225,4.712055352,4.630913475,4.429874301,4.55036483,4.791673325,4.949540487,5.160660809,5.388772356,5.490186607,5.58964291,5.732838539,5.786950421,5.873445493,6.079462706,6.05167075,6.007670191
Poland,16.49351101,16.52944732,16.45143865,16.3329958,16.70830447,16.78256386,16.79211865,16.88771378,16.92821282,16.77239951,16.20786961,16.06926413,15.86661351,15.29981714,14.54707147,14.51406822,14.21652834,13.94814001
Portugal,9.965615965,9.95244932,9.85035357,9.581262327,9.019864268,8.749981105,8.746018922,9.02878517,9.131682753,9.217654406,9.236451687,9.030942241,8.863974148,8.666408372,8.527018943,7.778090209,7.64201923,7.687679698
Puerto Rico,7.451746359,7.510229599,6.924849904,6.758070359,6.857012984,7.032820291,6.916471872,6.892428736,6.91733626,7.091147097,6.643180775,6.757536422,6.290806691,6.12400404,5.737501874,5.620765509,5.919667769,6.089368058
Qatar,6.461652512,6.313503733,5.88945563,5.519807045,5.249304187,5.059519349,5.103050426,5.1098367,5.097331395,5.103561423,5.03701765,4.961087477,4.915890105,4.940790125,4.885682496,4.629441912,4.624131616,4.639950729
Romania,10.54973912,10.96293339,11.29032515,11.17965242,10.72849461,10.50846289,10.34229945,10.19401731,10.56269318,10.78549205,10.76487177,9.917558322,9.930193634,9.654661867,9.539639446,9.279052392,9.095293361,9.158621987
Russia,44.18017983,43.41586102,42.92428152,42.753197,41.84544795,43.24536356,38.56668601,35.6992254,34.8930479,32.19579595,31.87555782,29.31352467,28.42101224,27.75696353,28.01997006,26.62448443,25.3915076,25.08766881
Rwanda,20.22040733,18.8671975,17.74574803,16.84704296,16.0915424,15.37506447,14.58688882,13.86323435,13.16907683,12.55041441,12.12548775,11.87060928,11.65835177,11.5053649,11.35727132,11.21247801,11.03175528,10.95083997
Saint Lucia,7.11885517,6.765023988,6.757305752,6.894519284,6.952462228,6.779282591,6.666100821,6.485867789,6.284577499,6.28456636,6.278185677,6.314174656,6.354640364,6.410487752,6.434168528,6.594850732,6.818842524,6.902542099
Saint Vincent and the Grenadines,7.229789884,7.330781341,7.161032008,7.069225619,6.934346761,6.743858205,6.587274428,6.487793798,6.501231443,6.514596863,6.681239296,6.759156965,6.850853268,6.936875966,6.976670582,7.047845126,7.167859754,7.216664089
Samoa,12.75187754,12.42123469,12.11595947,11.8343011,11.56951882,11.3158706,11.08986215,10.83867986,10.59722027,10.38245908,10.26184993,10.130383,10.05532513,10.01058972,10.00779415,10.02259884,10.02552784,10.00174334
Sao Tome and Principe,3.059201404,3.079138753,3.112957083,3.223197273,3.259342774,3.269148207,3.300629408,3.264553397,3.295248498,3.339423181,3.362703447,3.41782182,3.56135307,3.588557949,3.588415321,3.582106359,3.554406615,3.537547029
Saudi Arabia,2.508087149,2.510957962,2.589620371,2.636990951,2.66990924,2.747365657,2.799922741,2.857050643,2.865204351,2.902588157,2.949014769,2.983806097,3.006485619,2.97890538,2.992330708,2.987343233,2.974638055,2.947895451
Scotland,13.02802627,12.91043773,12.77453588,11.96800843,11.41062865,10.97351262,11.7662363,11.90867335,12.02375494,11.49472278,11.35373564,11.21061832,10.69662002,10.43056901,9.759744256,10.11231931,10.76837096,10.87854298
Senegal,12.84252056,12.78066225,12.68992598,12.65050802,12.65496708,12.6455762,12.59544372,12.60625963,12.51434893,12.47281169,12.52439339,12.64292536,12.75987725,12.88065974,12.94616033,12.99209523,13.01859218,12.91802401
Serbia,19.21001951,18.3789764,18.11575215,17.90295483,17.52909376,17.39182712,16.7770438,16.16099166,16.00312224,15.56058012,14.66967667,14.33166577,14.02547298,13.50824877,13.39071523,13.49497835,12.90264348,12.67411617
Seychelles,9.312253651,9.120318839,8.909194193,8.74201335,8.484126771,8.151947975,7.912892252,7.794212817,7.681365484,7.523861082,7.453092032,7.472400562,7.544351384,7.639746264,7.744029789,7.864338874,7.982924196,8.019825067
Sierra Leone,9.431167633,9.6331675,9.868400259,9.954950031,10.03129224,10.0780838,10.11162586,10.15748867,10.12799739,10.19616542,10.2985591,10.20790668,10.25148278,10.13921257,10.05800588,10.00548693,9.948689145,9.881137938
Singapore,11.71592038,11.60401279,11.39024142,10.71478272,10.57097539,10.3632091,9.999110806,9.695127384,9.548633177,8.957783975,8.687318683,8.534813622,8.398302684,8.123986285,7.844479423,7.639595851,7.404878043,7.32711794
Slovakia,13.02323754,12.80229895,12.76885009,12.53361854,11.8145791,11.78047135,11.31749829,11.45789623,11.67953362,11.32916967,11.00669613,10.9593027,10.79509088,10.36323866,10.26645759,10.39673728,9.760763807,9.474849651
Slovenia,25.24625317,25.13782769,24.12385234,24.09209031,22.47722845,20.79265609,20.663333,19.64345141,18.39787674,17.1580221,16.19350934,15.53311851,15.50179184,15.22968184,13.97475796,14.61722091,14.44121565,14.37870893
Solomon Islands,19.12594579,18.91078599,18.75013266,18.56792343,18.38032749,18.18151272,18.04699505,17.89311441,17.70437073,17.54407578,17.38379083,17.18067023,16.98856438,16.83801271,16.70011709,16.59587053,16.4825996,16.39779786
Somalia,11.89820623,11.55813011,11.31133272,11.10466463,10.90342334,10.72470276,10.63978289,10.57636886,10.54511079,10.49641387,10.44806677,10.38082422,10.29773249,10.19943609,10.11529216,10.05793797,10.01019686,9.941018501
South Africa,24.27009675,23.00986622,23.11550353,23.14238023,22.53251876,21.53625801,20.62194814,19.17035173,17.86706492,16.30140169,14.59323695,12.89380631,11.87335108,11.14308772,10.79679837,10.76018558,10.92395793,11.15028933
South Asia,17.11279993,16.67588814,16.12652702,15.48927908,15.02609062,15.19811836,15.02571809,14.8047375,14.81482508,14.90838052,15.02307275,15.10342142,14.73749703,14.33011788,14.10428963,13.61846251,13.61122667,13.47959213
South Korea,18.45064942,19.55967029,21.12958128,23.02409031,24.04338133,24.73347523,24.71202091,25.61990207,26.55802323,27.64088972,27.8075663,27.24035292,26.03645798,24.83892538,23.51897906,22.38901605,21.22913702,20.80566027
South Sudan,13.21392215,12.64265192,12.37520044,12.45057116,12.57317987,12.54322985,12.71511208,12.73013567,12.62177449,12.51770808,12.42346397,12.25546672,12.18458047,12.1076606,12.02567633,12.04406154,12.03237022,12.00368436
Southeast Asia,8.338052366,7.923951178,7.703311862,7.502089977,7.188812398,6.949182503,6.804416549,6.684113546,6.610073896,6.462609639,6.380873978,6.336112037,6.257907181,6.15004445,6.138443792,6.148006134,6.15258125,6.129115255
"Southeast Asia, East Asia, and Oceania",12.88738338,11.38879001,10.615507,10.68596339,10.77378996,10.36124676,9.773292228,9.307500341,9.004255914,8.780789603,8.556352587,8.185392036,7.862664705,7.585954706,7.521201081,7.445853425,7.338674237,7.297331846
Southern Latin America,12.79061013,12.82607891,12.65208899,12.16879802,11.59508873,11.39681349,11.33737433,11.63978194,11.57371684,11.61846758,11.31753839,11.28451774,11.27186437,11.22155249,11.00033684,10.84213375,10.88168658,10.85458741
Southern Sub-Saharan Africa,24.78089808,24.07495468,24.50361797,24.57632923,24.1873242,23.38027012,22.55996089,21.31510596,20.25538993,18.91816388,17.41111251,15.84726616,14.86635063,14.1646619,13.77734564,13.67422699,13.71053355,13.77665267
Spain,6.757533453,6.639512669,6.603475118,6.66255175,6.452584552,6.344058726,6.161681299,6.170695924,6.13235939,5.952380203,5.804289069,5.823779799,5.872213368,5.806200971,5.801235554,5.853893179,5.592000068,5.506500793
Sri Lanka,39.5348929,35.6741895,32.86200448,31.83120257,30.00291395,28.88799469,26.64207134,25.48580481,24.56795495,22.17638176,21.03126878,21.31421116,21.0068221,20.11614307,20.15473714,20.02788347,19.95052735,19.80041876
Sub-Saharan Africa,13.77205203,13.45991776,13.31143576,13.18295037,12.96807308,12.69200217,12.48080434,12.21661251,11.99827228,11.78251695,11.58235811,11.32642787,11.14678654,10.97046976,10.85613149,10.77324419,10.71889662,10.66341243
Sudan,5.885397522,5.823627339,5.748225546,5.640474025,5.586921386,5.566456379,5.504392574,5.460852136,5.425059933,5.388884562,5.338010378,5.284129872,5.25269818,5.197701021,5.146245061,5.093174617,5.046375671,5.024815682
Suriname,24.76180024,25.59284751,25.42120411,26.16601154,26.44927097,26.08375074,26.31687373,26.62441665,26.9895606,26.58853001,26.42498239,25.99680914,25.61696826,25.29551237,24.76543184,25.01274636,24.7500216,24.78307205
Swaziland,25.93823717,27.46937498,28.7429602,29.51497598,29.8874306,30.0511597,29.67377772,29.43807473,29.50559115,29.49728014,29.08235913,28.29651061,27.79552479,27.145653,25.94729276,24.70322665,23.53412026,22.31966302
Sweden,12.90425019,12.82229299,12.4941231,12.32092963,12.72101712,12.28118764,12.13666537,12.10942736,12.14905516,12.14411088,11.71249288,11.71893396,11.69056236,11.75923802,11.65915711,11.61837736,11.24979731,11.07673553
Switzerland,16.34129492,15.83381128,15.70879441,15.18776167,14.59591316,14.15179156,13.76145621,13.31215272,12.70500458,12.33028665,11.57784181,11.11237716,10.93553177,10.78683154,10.29518099,9.956266224,9.442203559,9.316062337
Syria,3.260232262,3.117352698,3.0506753,2.891196102,2.926005801,2.92946935,2.874790226,2.88981488,2.97301382,2.971722985,2.994544724,2.976283028,2.977170769,3.008580743,3.035965261,3.062895891,3.078452311,3.082293676
Taiwan,13.8919797,14.85127793,15.38517228,16.11859721,17.0682632,18.2330262,18.01470992,17.28011316,16.61363789,15.77075073,15.10192924,15.09201417,14.52384705,13.68962324,13.61588313,13.18056348,13.39808814,13.52431332
Tajikistan,4.618118531,4.560520079,4.556412435,4.591364569,4.670393426,4.879697329,4.981220133,5.084134192,5.157334931,5.219448351,5.292796009,5.398036046,5.423747923,5.443070233,5.569519582,5.658542063,5.848133277,5.753966106
Tanzania,10.10330918,9.779676259,9.41508034,9.176050547,8.913529259,8.865548746,8.812682959,8.816295094,8.773405813,8.688155751,8.602297213,8.55468752,8.636763364,8.711964988,8.723487583,8.764310315,8.797740581,8.817061528
Thailand,16.78279118,15.49398285,15.09620478,14.24319308,12.85179973,11.65639061,11.38152446,11.09359504,10.89699355,10.47769127,10.56211025,10.43760015,10.23775149,9.911234389,9.966114708,10.03567994,10.30319905,10.44247325
Timor,9.000584878,8.623185699,8.362440692,8.284976391,8.156224767,7.954697754,7.694540607,7.540843337,7.409664498,7.298293712,7.217731488,7.18939111,7.179841066,7.201325646,7.277817711,7.32892041,7.360242873,7.370243834
Togo,13.12914576,13.17991985,13.16027971,13.30223209,13.11321698,13.07422922,13.01162457,12.99267732,13.10489825,13.05254828,13.06018259,12.99374354,12.86879393,12.72362486,12.53731539,12.39136557,12.30890295,12.26024518
Tonga,5.799579626,5.811595831,5.946014576,5.979634105,5.977074594,5.973522402,5.966536158,5.997747673,5.943215686,5.954597973,6.050736126,6.048664324,6.052979655,6.051566496,6.047445716,6.03779629,6.005841422,5.966460412
Trinidad and Tobago,12.87106394,12.59534858,12.26146648,12.09142481,12.20082317,11.8854577,11.26863162,11.48460588,12.51361079,11.60479096,10.91132496,10.12931629,9.942783536,10.14956176,10.10124188,9.979155954,10.04167163,10.12269789
Tropical Latin America,6.311577148,6.299079633,6.258511709,6.26087465,6.250863864,6.179513108,6.072497065,6.030310779,6.013278154,6.025352214,5.978374786,6.021983691,6.052721514,6.040373973,6.002490911,5.982396927,6.069854642,6.087823117
Tunisia,3.66666802,3.641368079,3.61632607,3.586754338,3.549972828,3.518087994,3.491115409,3.449204386,3.403478832,3.371664364,3.345576783,3.300596278,3.259765326,3.225221332,3.194604681,3.166265715,3.136991988,3.110925233
Turkey,3.44526211,3.271157177,3.083352786,3.081637612,3.062407424,3.105206396,3.092309271,3.040679857,3.022156375,3.125180695,3.138472036,3.137034728,3.164253571,3.243146767,3.348255861,3.344761177,3.34918813,3.310770446
Turkmenistan,11.38429504,11.54507699,11.94228529,12.18361359,12.77757821,13.34081807,13.09361005,12.25433288,11.24847431,9.845129777,9.142597564,8.913966937,8.802166542,8.921983043,8.863910556,8.507998806,8.730908738,8.682978398
Uganda,18.13407625,18.08368672,17.74979783,17.31195268,16.91410467,16.4259738,15.7329017,15.08015775,14.38631733,13.86733721,13.38304668,12.96684006,12.70188992,12.54878011,12.30029152,11.90568866,11.5958865,11.54396233
Ukraine,29.55199376,28.06475487,27.58209568,26.49404854,26.4954523,26.17277749,24.46736423,25.5701053,25.18540564,21.16528,19.55538653,18.84054059,19.17474619,19.95183307,20.11242091,28.42139453,27.96606294,25.62222536
United Arab Emirates,4.773268917,4.720284043,4.718139716,4.981369678,5.262218736,5.299607967,5.338175045,5.318900573,5.101350371,5.134644858,5.149191266,5.139011945,5.166071875,5.174148397,5.163182399,5.149067464,5.113126559,5.07479194
United Kingdom,8.50622224,8.262233088,8.122755717,7.914077888,7.590408464,7.438992896,7.651464568,7.590780232,7.719288063,7.589161864,7.455078624,7.234664805,7.050278235,7.192882641,7.147944688,7.272896367,7.368399814,7.356320552
United States,10.90979715,11.08091862,11.29645311,11.3679889,11.2549498,11.50745188,11.63334973,11.67688939,11.76439719,11.83913442,11.74792044,11.94800226,11.9966614,12.03878533,12.19317587,12.50512334,12.8414853,12.83575668
United States Virgin Islands,6.300634268,6.260309468,6.091908674,6.021566789,5.947971587,5.807231671,5.7810882,5.78430345,5.812720591,5.891248339,5.980615358,5.997058274,6.069720888,6.147704552,6.208381352,6.283119986,6.270592322,6.297082645
Uruguay,16.52889774,16.23579464,17.19016171,16.59103191,16.34525967,16.10981676,15.97797553,16.8927467,16.14483701,16.10141294,16.24913572,16.86960054,17.17418881,17.09257299,16.88085668,17.1191124,17.0003519,16.81815712
Uzbekistan,10.9135562,10.90802984,10.73080218,10.61298822,10.89757751,11.13178723,10.57153915,10.23674229,9.849151773,9.38305075,9.153784645,9.299063131,9.549740789,9.68098663,9.827915257,9.529769798,9.475538636,9.3869302
Vanuatu,19.33609946,19.16941374,19.07972917,18.9401971,18.80578158,18.70419846,18.55795325,18.50926002,18.39577884,18.28605382,18.16262791,18.04154624,17.96261562,17.86057147,17.79405126,17.75554982,17.73193755,17.69960095
Venezuela,10.05647095,10.14735843,9.933863564,9.906559548,8.838449831,8.332041197,8.502079634,8.651717431,8.800528616,8.688548137,8.2129723,8.173200411,8.543414914,8.39451263,8.445634608,8.524199225,8.599015476,8.677951247
Vietnam,8.618050898,8.475544641,8.369111513,8.310766367,8.242143174,8.155733864,8.054188837,7.940879105,7.856174212,7.801783284,7.702340597,7.613471461,7.554714687,7.525522591,7.503921314,7.481462725,7.460807379,7.422037807
Wales,9.58944746,9.207585495,9.071551619,9.125856825,8.577450256,8.191797783,8.54815025,8.616655299,8.519525237,8.39534234,8.299229023,8.327406019,8.328088307,8.266526764,7.789950302,8.273339568,8.523388005,8.597607142
Western Europe,10.98930515,10.76025428,10.57668138,10.38655899,9.945346782,9.736009937,9.552780397,9.449314945,9.439766275,9.436263238,9.314848131,9.194731982,9.001483281,8.908075093,8.683052396,8.685626788,8.5662707,8.515449624
Western Sub-Saharan Africa,10.32849242,10.25955698,10.1910807,10.10225845,10.01668496,9.881364769,9.848210958,9.785067218,9.725540333,9.726499306,9.76586671,9.706564872,9.678040669,9.627962091,9.612865566,9.571173656,9.557752468,9.49638795
World,14.09573424,13.41601559,12.9886346,12.80471786,12.60244818,12.48887532,12.04067907,11.71270101,11.55469051,11.36895972,11.23817954,11.01541694,10.72628431,10.45102046,10.31136218,10.15848782,10.06827531,9.976258268
Yemen,6.827571149,6.776791322,6.739427924,6.664775732,6.588213175,6.495502698,6.419887833,6.351011518,6.304505225,6.238556136,6.145165673,6.097822207,6.028458265,5.965534718,5.92216778,5.94208615,5.977991206,6.013435168
Zambia,16.97559311,16.29690692,15.68549296,15.2357931,14.72112157,14.34171229,14.07059173,13.69813024,13.61251827,13.38537347,13.41083903,13.3632021,13.24157974,13.12330401,13.05770378,13.07348973,13.1048187,13.06006094
Zimbabwe,30.02623619,31.70325081,33.96849434,34.41541463,35.19256711,35.26447353,34.98245868,34.55437314,34.302704,33.61948288,32.36655533,30.68367645,29.34589779,28.36120026,27.60554743,27.19706124,26.83959101,26.39176915
